"","Country","Technology","h","mean_ut","sd_ut","UtCite"
"332","Libya","Gas",8760,0.390975946353979,3.92523114670944e-17,"WRI"
"333","Libya","Oil",8760,6.3307240704501,6.2803698347351e-16,"WRI"
"334","Lithuania","Gas",8760,0.0801837486934038,8.01234452659818e-18,"WRI"
"335","Lithuania","Hydro",8760,0.12410163193646,1.96261557335472e-17,"WRI"
"336","Luxembourg","Gas",8760,0.430528375733855,NA,"WRI"
"337","Luxembourg","Hydro",8760,0.102968741191724,NA,"WRI"
"338","Macedonia, FYR","Coal",8760,0.533247716894977,0,"WRI"
"339","Macedonia, FYR","Hydro",8760,0.24490826186963,3.20493781063927e-17,"WRI"
"340","Madagascar","Coal",8760,NA,NA,"WRI"
"341","Madagascar","Gas",8760,NA,NA,"WRI"
"342","Madagascar","Hydro",8760,NA,NA,"WRI"
"343","Madagascar","Oil",8760,NA,NA,"WRI"
"344","Malawi","Biomass",8760,NA,NA,"WRI"
"345","Malawi","Gas",8760,NA,NA,"WRI"
"346","Malawi","Hydro",8760,NA,NA,"WRI"
"347","Malaysia","Biomass",8760,6.66856925418569,NA,"WRI"
"348","Malaysia","Coal",8760,0.490075761725581,5.06745162040676e-17,"WRI"
"349","Malaysia","Gas",8760,0.632315613149863,5.0940525990875e-17,"WRI"
"350","Malaysia","Hydro",8760,0.768381348558625,5.55111512312578e-17,"WRI"
"351","Malaysia","Oil",8760,2.23821250833718,3.62597321469472e-16,"WRI"
"352","Malaysia","Solar",8760,0.338735189661862,1.96261557335472e-17,"WRI"
"353","Mali","Hydro",8760,NA,NA,"WRI"
"354","Mauritania","Gas",8760,NA,NA,"WRI"
"355","Mauritania","Oil",8760,NA,NA,"WRI"
"356","Mauritania","Solar",8760,NA,NA,"WRI"
"357","Mauritania","Wind",8760,NA,NA,"WRI"
"358","Mauritius","Biomass",8760,0.534629894889745,7.85046229341888e-17,"WRI"
"359","Mauritius","Coal",8760,0.640122903597491,1.11022302462516e-16,"WRI"
"360","Mauritius","Hydro",8760,0.202170520481118,1.96261557335472e-17,"WRI"
"361","Mauritius","Oil",8760,0.246396656890159,2.40370335797945e-17,"WRI"
"362","Mauritius","Solar",8760,0.190258751902588,NA,"WRI"
"363","Mexico","Biomass",8760,0.228344256053401,2.13224238154002e-17,"WRI"
"364","Mexico","Coal",8760,0.719116105891518,0,"WRI"
"365","Mexico","Gas",8760,0.764595013546815,8.10792259265082e-17,"WRI"
"366","Mexico","Geothermal",8760,0.758002995627839,0,"WRI"
"367","Mexico","Hydro",8760,0.356817155377637,4.2899103230371e-17,"WRI"
"368","Mexico","Nuclear",8760,0.73157640085881,NA,"WRI"
"369","Mexico","Oil",8760,0.326998560992335,3.13125122951433e-17,"WRI"
"370","Mexico","Solar",8760,4.34970870729019,0,"WRI"
"371","Mexico","Wind",8760,0.462289919230915,3.82053944931563e-17,"WRI"
"372","Moldova","Coal",8760,0,NA,"WRI"
"373","Moldova","Gas",8760,1.73135464231355,0,"WRI"
"374","Moldova","Hydro",8760,0.565425228310502,0,"WRI"
"375","Mongolia","Coal",8760,0.704809286898839,7.85046229341888e-17,"WRI"
"376","Mongolia","Wind",8760,0.388127853881279,NA,"WRI"
"377","Montenegro","Coal",8760,0.742923419328548,NA,"WRI"
"378","Montenegro","Hydro",8760,0.299850074962519,0,"WRI"
"379","Morocco","Coal",8760,0.636933955046588,7.85046229341888e-17,"WRI"
"380","Morocco","Gas",8760,0.383715129887571,5.55111512312578e-17,"WRI"
"381","Morocco","Hydro",8760,0.138429839290651,1.50525743132968e-17,"WRI"
"382","Morocco","Oil",8760,0.553226336099612,7.85046229341888e-17,"WRI"
"383","Morocco","Solar",8760,0,0,"WRI"
"384","Morocco","Wind",8760,0.181552294005709,1.96261557335472e-17,"WRI"
"385","Mozambique","Hydro",8760,0.808079294185826,7.85046229341888e-17,"WRI"
"386","Myanmar","Coal",8760,0.197869101978691,0,"WRI"
"387","Myanmar","Gas",8760,0.542698142068494,7.48512210505805e-17,"WRI"
"388","Myanmar","Hydro",8760,0.369835869781582,3.60203913653573e-17,"WRI"
"389","Namibia","Coal",8760,0,NA,"WRI"
"390","Namibia","Hydro",8760,0.706335616438356,NA,"WRI"
"391","Namibia","Oil",8760,0.0247749292961633,3.46944695195361e-18,"WRI"
"392","Namibia","Solar",8760,0,0,"WRI"
"393","Nepal","Hydro",8760,0.77522044372317,1.05855611969917e-16,"WRI"
"394","Netherlands","Coal",8760,0.737968742175301,5.55111512312578e-17,"WRI"
"395","Netherlands","Gas",8760,0.631605116979711,8.1995404452417e-17,"WRI"
"396","Netherlands","Nuclear",8760,0.962905427670291,NA,"WRI"
"397","Netherlands","Wind",8760,0.341713006298483,3.87458088086996e-17,"WRI"
"398","New Zealand","Coal",8760,0.447945205479452,NA,"WRI"
"399","New Zealand","Gas",8760,1.59659740797781,0,"WRI"
"400","New Zealand","Geothermal",8760,1.24405227144953,1.57009245868378e-16,"WRI"
"401","New Zealand","Hydro",8760,0.633108977160625,5.17644154341031e-17,"WRI"
"402","New Zealand","Oil",8760,0.00515539843865076,NA,"WRI"
"403","New Zealand","Wind",8760,0.551171575678546,7.85046229341888e-17,"WRI"
"404","Nicaragua","Gas",8760,0,NA,"WRI"
"405","Nicaragua","Geothermal",8760,0.475287900979294,5.55111512312578e-17,"WRI"
"406","Nicaragua","Hydro",8760,0.431909235640931,5.55111512312578e-17,"WRI"
"407","Nicaragua","Oil",8760,0.575268346259324,8.39249720850315e-17,"WRI"
"408","Nicaragua","Waste",8760,0,0,"WRI"
"409","Niger","Coal",8760,1.49980569318955,NA,"WRI"
"410","Niger","Oil",8760,0.178774944691501,1.96261557335472e-17,"WRI"
"411","Nigeria","Gas",8760,0.657219335537711,5.55111512312578e-17,"WRI"
"412","Nigeria","Hydro",8760,0.321196827685652,0,"WRI"
"413","Korea, Dem. Rep.","Coal",8760,0.0913157496638516,1.07496882123731e-17,"WRI"
"414","Korea, Dem. Rep.","Hydro",8760,0.390017940825278,3.92523114670944e-17,"WRI"
"415","Norway","Gas",8760,0.204207570989806,1.38777878078145e-17,"WRI"
"416","Norway","Hydro",8760,0.511836873891749,6.9913356206808e-17,"WRI"
"417","Norway","Wind",8760,0.406048212728219,3.20493781063927e-17,"WRI"
"418","Oman","Gas",8760,0.664757518501023,5.55111512312578e-17,"WRI"
"419","Pakistan","Coal",8760,0.00602363616062246,7.08197893495062e-19,"WRI"
"420","Pakistan","Gas",8760,1.05820677425189,1.28197512425571e-16,"WRI"
"421","Pakistan","Hydro",8760,0.449042659567026,4.23973420718967e-17,"WRI"
"422","Pakistan","Nuclear",8760,0.396080591895366,5.55111512312578e-17,"WRI"
"423","Pakistan","Oil",8760,0.982751336790217,1.02125664703556e-16,"WRI"
"424","Pakistan","Solar",8760,0,0,"WRI"
"425","Pakistan","Wind",8760,0.0895644954608623,0,"WRI"
"426","Panama","Coal",8760,0.653538812785388,NA,"WRI"
"427","Panama","Gas",8760,0,NA,"WRI"
"428","Panama","Hydro",8760,0.540650610825642,9.38309712959514e-17,"WRI"
"429","Panama","Oil",8760,1.4869765564094,1.28197512425571e-16,"WRI"
"430","Papua New Guinea","Gas",8760,NA,NA,"WRI"
"431","Papua New Guinea","Geothermal",8760,NA,NA,"WRI"
"432","Papua New Guinea","Hydro",8760,NA,NA,"WRI"
"433","Papua New Guinea","Oil",8760,NA,NA,"WRI"
"434","Paraguay","Hydro",8760,0.720324847271742,0,"WRI"
"435","Peru","Coal",8760,0.269821502698215,NA,"WRI"
"436","Peru","Gas",8760,0.559580888297231,6.79869977755259e-17,"WRI"
"437","Peru","Hydro",8760,0.926421152332867,8.14680973465867e-17,"WRI"
"438","Peru","Solar",8760,0.0941780821917808,0,"WRI"
"439","Peru","Wind",8760,0.379290027986449,0,"WRI"
"440","Philippines","Biomass",8760,0.636917710231838,1.11022302462516e-16,"WRI"
"441","Philippines","Coal",8760,0.432156456797141,3.55050516246864e-17,"WRI"
"442","Philippines","Gas",8760,0.625494471954153,7.85046229341888e-17,"WRI"
"443","Philippines","Geothermal",8760,0.636680190870643,9.61481343191782e-17,"WRI"
"444","Philippines","Hydro",8760,0.306676231125332,2.40370335797945e-17,"WRI"
"445","Philippines","Oil",8760,0.316909767771987,2.40370335797945e-17,"WRI"
"446","Philippines","Solar",8760,0.00274411661397963,2.60208521396521e-19,"WRI"
"447","Philippines","Wind",8760,0.334327517794142,0,"WRI"
"448","Poland","Biomass",8760,5.29733460762451,0,"WRI"
"449","Poland","Coal",8760,0.485068556572317,3.98091096532125e-17,"WRI"
"450","Poland","Gas",8760,0.337150320444674,3.44265545485524e-17,"WRI"
"451","Poland","Hydro",8760,0.150192712522139,2.33819502419361e-17,"WRI"
"452","Poland","Oil",8760,0.277806824915473,5.55111512312578e-17,"WRI"
"453","Poland","Solar",8760,0.0470051034112275,0,"WRI"
"454","Poland","Wind",8760,0.403061503110652,3.92523114670944e-17,"WRI"
"455","Portugal","Biomass",8760,0.707767598157385,6.92345696842537e-17,"WRI"
"456","Portugal","Coal",8760,0.689779353712758,1.11022302462516e-16,"WRI"
"457","Portugal","Gas",8760,0.203744316088109,1.60246890531964e-17,"WRI"
"458","Portugal","Geothermal",8760,0.812563419583968,0,"WRI"
"459","Portugal","Hydro",8760,0.6786994807858,7.81795506354411e-17,"WRI"
"460","Portugal","Solar",8760,0.246400292152936,1.38777878078145e-17,"WRI"
"461","Portugal","Waste",8760,0.423535036481177,4.17338059419743e-17,"WRI"
"462","Portugal","Wind",8760,0.27973329311789,2.75682467555561e-17,"WRI"
"463","Qatar","Gas",8760,0.418742413459324,4.73400688329152e-17,"WRI"
"464","Romania","Coal",8760,0.350073482405505,4.53246651836839e-17,"WRI"
"465","Romania","Gas",8760,0.27598870980046,3.63405789187686e-17,"WRI"
"466","Romania","Hydro",8760,0.660538187877891,5.23364152894592e-17,"WRI"
"467","Romania","Nuclear",8760,1.02686957806531,NA,"WRI"
"468","Romania","Wind",8760,1.83387749307971,1.57009245868378e-16,"WRI"
"469","Russian Federation","Biomass",8760,0.00629822075263738,6.1331736667335e-19,"WRI"
"470","Russian Federation","Coal",8760,NA,NA,"WRI"
"471","Russian Federation","Gas",8760,NA,NA,"WRI"
"472","Russian Federation","Geothermal",8760,0.701900530667654,7.85046229341888e-17,"WRI"
"473","Russian Federation","Hydro",8760,0.4435388604191,4.03687135027378e-17,"WRI"
"474","Russian Federation","Nuclear",8760,0.732546177598467,5.23364152894592e-17,"WRI"
"475","Russian Federation","Oil",8760,12.3327309273043,1.64458686628519e-15,"WRI"
"476","Russian Federation","Other",8760,0,0,"WRI"
"477","Russian Federation","Solar",8760,0.103659705917414,9.81307786677359e-18,"WRI"
"478","Russian Federation","Wind",8760,0.259075747271609,3.92523114670944e-17,"WRI"
"479","Rwanda","Gas",8760,NA,NA,"WRI"
"480","Rwanda","Hydro",8760,NA,NA,"WRI"
"481","Rwanda","Oil",8760,NA,NA,"WRI"
"482","Rwanda","Solar",8760,NA,NA,"WRI"
"483","Rwanda","Waste",8760,NA,NA,"WRI"
"484","Saudi Arabia","Gas",8760,0.527794977876735,6.08094194448812e-17,"WRI"
"485","Saudi Arabia","Oil",8760,0.349764235271622,4.00000417301534e-17,"WRI"
"486","Saudi Arabia","Solar",8760,0.00815394651011089,0,"WRI"
"487","Senegal","Hydro",8760,0.307267884322679,NA,"WRI"
"488","Senegal","Oil",8760,0.756327674633803,1.11022302462516e-16,"WRI"
"489","Serbia","Coal",8760,0.454447790374219,4.69154856479757e-17,"WRI"
"490","Serbia","Hydro",8760,0.554870942473396,6.40987562127855e-17,"WRI"
"491","Sierra Leone","Hydro",8760,NA,NA,"WRI"
"492","Sierra Leone","Oil",8760,NA,NA,"WRI"
"493","Singapore","Gas",8760,0.562195490389543,5.93439168722175e-17,"WRI"
"494","Singapore","Oil",8760,0.00997052193514826,1.2266347333467e-18,"WRI"
"495","Singapore","Waste",8760,0.910352002774406,7.85046229341888e-17,"WRI"
"496","Slovak Republic","Coal",8760,0.274037927633083,5.55111512312578e-17,"WRI"
"497","Slovak Republic","Gas",8760,0.25386998845903,3.92523114670944e-17,"WRI"
"498","Slovak Republic","Hydro",8760,0.219470683536968,2.63312510143253e-17,"WRI"
"499","Slovak Republic","Nuclear",8760,1.0052796803653,0,"WRI"
"500","Slovenia","Coal",8760,0.32483693341491,3.92523114670944e-17,"WRI"
"501","Slovenia","Gas",8760,0.143751056993066,NA,"WRI"
"502","Slovenia","Hydro",8760,1.72206712977991,2.71947991102104e-16,"WRI"
"503","Slovenia","Nuclear",8760,1.0447829738099,NA,"WRI"
"504","South Africa","Biomass",8760,2.54331184528606,4.44089209850063e-16,"WRI"
"505","South Africa","Coal",8760,0.665585298534026,7.85046229341888e-17,"WRI"
"506","South Africa","Gas",8760,0,0,"WRI"
"507","South Africa","Hydro",8760,0.230733143768137,3.04047097224406e-17,"WRI"
"508","South Africa","Nuclear",8760,0.874809741248097,NA,"WRI"
"509","South Africa","Oil",8760,0.0104379982901565,1.73472347597681e-18,"WRI"
"510","South Africa","Solar",8760,0.0619855531156861,7.44113471865233e-18,"WRI"
"511","South Africa","Waste",8760,0,0,"WRI"
"512","South Africa","Wind",8760,NA,NA,"WRI"
"513","Korea, Rep.","Biomass",8760,1.54426686960934,2.22044604925031e-16,"WRI"
"514","Korea, Rep.","Coal",8760,0.797601806032337,6.02102972531871e-17,"WRI"
"515","Korea, Rep.","Gas",8760,0.471984057041497,4.16333634234434e-17,"WRI"
"516","Korea, Rep.","Hydro",8760,0.147234905134856,1.69156189117071e-17,"WRI"
"517","Korea, Rep.","Nuclear",8760,0.773733765180135,8.59975056989852e-17,"WRI"
"518","Korea, Rep.","Oil",8760,0.426580149002644,5.55111512312578e-17,"WRI"
"519","Korea, Rep.","Solar",8760,3.08557058318129,2.56395024851142e-16,"WRI"
"520","Korea, Rep.","Waste",8760,1.14947995941147,0,"WRI"
"521","Korea, Rep.","Wave and Tidal",8760,NA,NA,"WRI"
"522","Korea, Rep.","Wind",8760,0.326157860404436,1.67372418467961e-17,"WRI"
"523","Spain","Biomass",8760,26.986301369863,NA,"WRI"
"524","Spain","Coal",8760,0.588691746102167,7.26811578375372e-17,"WRI"
"525","Spain","Gas",8760,0.206293492906901,2.01360109172713e-17,"WRI"
"526","Spain","Hydro",8760,0.313251710793783,3.87706697729572e-17,"WRI"
"527","Spain","Nuclear",8760,0.918765665832404,9.61481343191782e-17,"WRI"
"528","Spain","Oil",8760,0.345425315255749,4.00296604248672e-17,"WRI"
"529","Spain","Solar",8760,0.767825052702067,6.04328869115786e-17,"WRI"
"530","Spain","Waste",8760,0.403606210904178,4.69154856479757e-17,"WRI"
"531","Spain","Wind",8760,0.523715097987857,5.10151641642243e-17,"WRI"
"532","Sri Lanka","Coal",8760,0.406139015728057,NA,"WRI"
"533","Sri Lanka","Hydro",8760,0.360431922866302,3.5108334685767e-17,"WRI"
"534","Sri Lanka","Oil",8760,0.414369351446598,5.55111512312578e-17,"WRI"
"535","Sri Lanka","Solar",8760,0.114155251141553,NA,"WRI"
"536","Sri Lanka","Wind",8760,0.24069944426746,2.03670243366467e-17,"WRI"
"537","Sudan","Biomass",8760,0,0,"WRI"
"538","Sudan","Gas",8760,0,NA,"WRI"
"539","Sudan","Hydro",8760,0.660687757498106,8.59975056989852e-17,"WRI"
"540","Sudan","Oil",8760,0.345793117158583,4.13755692207879e-17,"WRI"
"541","Swaziland","Biomass",8760,NA,NA,"WRI"
"542","Swaziland","Hydro",8760,NA,NA,"WRI"
"543","Sweden","Biomass",8760,1.1810061912329,8.39249720850315e-17,"WRI"
"544","Sweden","Coal",8760,1.41837899543379,NA,"WRI"
"545","Sweden","Gas",8760,0.0351836706876576,0,"WRI"
"546","Sweden","Hydro",8760,0.568617411109284,5.6872397350217e-17,"WRI"
"547","Sweden","Nuclear",8760,0.758661158400994,0,"WRI"
"548","Sweden","Oil",8760,0.0407697325505545,NA,"WRI"
"549","Sweden","Wind",8760,1.83965010948817,1.48029736616688e-16,"WRI"
"550","Switzerland","Hydro",8760,0.468780655947659,4.28650083486773e-17,"WRI"
"551","Switzerland","Nuclear",8760,0.917135934608677,1.11022302462516e-16,"WRI"
"552","Syrian Arab Republic","Gas",8760,0.547819846246901,7.26811578375372e-17,"WRI"
"553","Syrian Arab Republic","Hydro",8760,0.227551995631002,1.96261557335472e-17,"WRI"
"554","Syrian Arab Republic","Oil",8760,0.152614660533759,1.60246890531964e-17,"WRI"
"555","Taiwan","Coal",8760,1.00893451881028,9.06493303673679e-17,"WRI"
"556","Taiwan","Gas",8760,0.689283351855568,5.55111512312578e-17,"WRI"
"557","Taiwan","Hydro",8760,0.221984293096852,1.69967494438815e-17,"WRI"
"558","Taiwan","Nuclear",8760,0.928064238711022,7.85046229341888e-17,"WRI"
"559","Taiwan","Oil",8760,0.488869863013699,NA,"WRI"
"560","Taiwan","Wind",8760,0.877847209639745,7.85046229341888e-17,"WRI"
"561","Tajikistan","Hydro",8760,0.389741383207759,4.19624860425158e-17,"WRI"
"562","Tajikistan","Oil",8760,0,0,"WRI"
"563","Tanzania","Gas",8760,0.898865635675313,6.40987562127855e-17,"WRI"
"564","Tanzania","Hydro",8760,0.527026917034975,4.96506830649455e-17,"WRI"
"565","Tanzania","Oil",8760,1.09931506849315,NA,"WRI"
"566","Thailand","Biomass",8760,10.594792665203,8.88178419700125e-16,"WRI"
"567","Thailand","Coal",8760,0.815558970085247,1.11022302462516e-16,"WRI"
"568","Thailand","Gas",8760,0.467358906569373,4.04603565571184e-17,"WRI"
"569","Thailand","Hydro",8760,0.166953561595618,1.60246890531964e-17,"WRI"
"570","Thailand","Solar",8760,0.152243642591286,1.23013441159492e-17,"WRI"
"571","Thailand","Wind",8760,0.165796912372255,2.77555756156289e-17,"WRI"
"572","Togo","Gas",8760,0,NA,"WRI"
"573","Togo","Hydro",8760,0.208820581356499,NA,"WRI"
"574","Togo","Oil",8760,0.0191736248879245,NA,"WRI"
"575","Trinidad and Tobago","Gas",8760,0.601179474281436,9.06493303673679e-17,"WRI"
"576","Trinidad and Tobago","Oil",8760,0.0101096901379973,1.73472347597681e-18,"WRI"
"577","Tunisia","Gas",8760,0.421264847705235,4.71754072250306e-17,"WRI"
"578","Tunisia","Hydro",8760,0.117946384943301,0,"WRI"
"579","Tunisia","Wind",8760,0.407582481188501,5.55111512312578e-17,"WRI"
"580","Turkey","Coal",8760,0.491659903868991,4.91080363556819e-17,"WRI"
"581","Turkey","Gas",8760,0.786940915993587,9.28879225241625e-17,"WRI"
"582","Turkey","Geothermal",8760,0.562214611872146,3.5108334685767e-17,"WRI"
"583","Turkey","Hydro",8760,0.335272793023224,4.2732504141857e-17,"WRI"
"584","Turkey","Oil",8760,0.290739578625411,3.92523114670944e-17,"WRI"
"585","Turkey","Solar",8760,0.0539066463723998,6.93889390390723e-18,"WRI"
"586","Turkey","Wind",8760,2.4906600249066,2.3737566748887e-16,"WRI"
"587","Turkmenistan","Gas",8760,1.9752053632635,1.92296268638356e-16,"WRI"
"588","Turkmenistan","Oil",8760,0,0,"WRI"
"589","Uganda","Biomass",8760,NA,NA,"WRI"
"590","Uganda","Hydro",8760,NA,NA,"WRI"
"591","Uganda","Oil",8760,NA,NA,"WRI"
"592","Ukraine","Coal",8760,0.303076817239808,2.14993764247463e-17,"WRI"
"593","Ukraine","Gas",8760,0.834120610927413,1.11022302462516e-16,"WRI"
"594","Ukraine","Hydro",8760,0.185669162181356,2.06877846103939e-17,"WRI"
"595","Ukraine","Nuclear",8760,0.729314672435901,6.40987562127855e-17,"WRI"
"596","United Arab Emirates","Gas",8760,0.418902192483864,3.83895179427787e-17,"WRI"
"597","United Arab Emirates","Solar",8760,0.286339421613394,0,"WRI"
"598","United Kingdom","Biomass",8760,1.98314820938431,1.97011763517643e-16,"WRI"
"599","United Kingdom","Coal",8760,0.947091232104289,7.26811578375372e-17,"WRI"
"600","United Kingdom","Cogeneration",8760,0,0,"WRI"
"601","United Kingdom","Gas",8760,0.38413871810418,3.29276058642491e-17,"WRI"
"602","United Kingdom","Hydro",8760,0.242827828882309,2.2765110137677e-17,"WRI"
"603","United Kingdom","Nuclear",8760,0.816009077121741,7.26811578375372e-17,"WRI"
"604","United Kingdom","Oil",8760,0.511920701950571,3.5108334685767e-17,"WRI"
"605","United Kingdom","Solar",8760,0.0570698895711032,6.54617312517663e-18,"WRI"
"606","United Kingdom","Waste",8760,0.264721130253023,2.17221738409136e-17,"WRI"
"607","United Kingdom","Wave and Tidal",8760,NA,NA,"WRI"
"608","United Kingdom","Wind",8760,0.20714054452897,2.23559114991245e-17,"WRI"
"609","United States","Biomass",8760,NA,NA,"WRI"
"610","United States","Coal",8760,NA,NA,"WRI"
"611","United States","Cogeneration",8760,NA,NA,"WRI"
"612","United States","Gas",8760,NA,NA,"WRI"
"613","United States","Geothermal",8760,NA,NA,"WRI"
"614","United States","Hydro",8760,NA,NA,"WRI"
"615","United States","Nuclear",8760,NA,NA,"WRI"
"616","United States","Oil",8760,NA,NA,"WRI"
"617","United States","Other",8760,NA,NA,"WRI"
"618","United States","Petcoke",8760,NA,NA,"WRI"
"619","United States","Solar",8760,NA,NA,"WRI"
"620","United States","Storage",8760,NA,NA,"WRI"
"621","United States","Waste",8760,NA,NA,"WRI"
"622","United States","Wind",8760,NA,NA,"WRI"
"623","Uruguay","Biomass",8760,0.400248724017026,2.61682076447296e-17,"WRI"
"624","Uruguay","Gas",8760,0.00128882189306284,1.53329341668337e-19,"WRI"
"625","Uruguay","Hydro",8760,0.71617946571186,6.40987562127855e-17,"WRI"
"626","Uruguay","Oil",8760,0.348911290236663,3.20493781063927e-17,"WRI"
"627","Uruguay","Solar",8760,0,0,"WRI"
"628","Uruguay","Wind",8760,0.0605490785388458,5.5144736987799e-18,"WRI"
"629","Uzbekistan","Coal",8760,0.10243193232884,0,"WRI"
"630","Uzbekistan","Gas",8760,0.547034944442138,4.96506830649455e-17,"WRI"
"631","Uzbekistan","Hydro",8760,1.18461107105664,9.93013661298909e-17,"WRI"
"632","Uzbekistan","Oil",8760,0.0764840182648402,NA,"WRI"
"633","Venezuela, RB","Gas",8760,0.192380923238031,2.10605674743993e-17,"WRI"
"634","Venezuela, RB","Hydro",8760,0.563435580665489,5.55111512312578e-17,"WRI"
"635","Vietnam","Biomass",8760,0.306143628061436,0,"WRI"
"636","Vietnam","Coal",8760,0.279330827979149,2.00482718902444e-17,"WRI"
"637","Vietnam","Gas",8760,0.696842974094109,3.92523114670944e-17,"WRI"
"638","Vietnam","Hydro",8760,0.398989200824058,3.79839120791389e-17,"WRI"
"639","Vietnam","Oil",8760,0.0560171669536143,6.20633538311818e-18,"WRI"
"640","Vietnam","Wind",8760,0.0528271640921014,6.00925839494864e-18,"WRI"
"641","Western Sahara","Oil",8760,NA,NA,"WRI"
"642","Yemen, Rep.","Gas",8760,0.841324200913242,NA,"WRI"
"643","Yemen, Rep.","Oil",8760,0.83147499203568,8.59975056989852e-17,"WRI"
"644","Zambia","Biomass",8760,0,NA,"WRI"
"645","Zambia","Coal",8760,0,NA,"WRI"
"646","Zambia","Hydro",8760,0.742114831726704,7.85046229341888e-17,"WRI"
"647","Zambia","Oil",8760,0.275964934953046,2.2662332591842e-17,"WRI"
"648","Zimbabwe","Coal",8760,0.54558765137979,NA,"WRI"
"649","Zimbabwe","Hydro",8760,0.826636225266362,NA,"WRI"
